internet,computer,wealth,mean_TestScore
no,no,-0.477657118,367.2286667
no,no,-0.667241646,373.6383333
no,no,-0.605413021,451.226
yes,no,-0.193018709,294.6276667
no,no,-0.371876974,386.1986667
yes,no,0.170889403,401.4293333
no,no,-0.395771252,305.8556667
yes,yes,0.525728155,264.607
yes,no,-1.083734611,410.5846667
yes,yes,0.9499824,422.6453333
no,no,-0.605413021,299.608
no,no,-1.393662584,342.137
no,no,-1.642721192,362.4843333
no,no,-0.348069901,388.7806667
no,no,0.816558146,351.4953333
no,no,-2.167610463,328.783
yes,no,-0.541665877,288.545
no,no,-1.00516255,331.631
no,no,-1.156725527,317.069
no,yes,-0.192408271,393.4546667
no,no,-0.477657118,339.9343333
no,no,-1.642721192,388.607
no,no,-0.562595172,280.0933333
no,no,-0.613348712,295.5423333
no,no,-0.477657118,327.2493333
no,no,-0.648056459,325.6956667
no,no,-0.854122807,337.6603333
yes,yes,0.084904884,369.737
no,no,-1.19605516,376.9793333
yes,no,-0.29923488,282.5986667
no,no,-1.549324214,229.331
yes,no,-0.916474664,340.978
no,no,-2.317952563,375.6783333
no,no,-1.393662584,328.8173333
no,no,-2.317952563,388.2463333
no,no,-1.043358513,338.684
no,no,-0.901388131,263.532
yes,yes,0.686098876,286.536
no,no,-1.039783092,365.7163333
no,no,-2.164383863,422.8553333
no,no,-1.642721192,387.5566667
yes,no,-0.40867765,371.2783333
no,no,-4.190252389,360.688
no,no,-4.190252389,346.9253333
no,no,-2.164383863,301.6666667
no,no,-0.849675332,282.079
no,no,-1.840590232,334.3333333
no,no,-1.250471326,367.6313333
no,no,-0.914120118,319.295
yes,yes,0.024122724,288.159
no,no,-1.200938662,306.0593333
no,no,-1.19605516,348.4796667
no,no,-1.409708377,296.5246667
no,no,-1.502146095,286.001
no,no,-1.393662584,286.327
no,no,-1.698009412,327.895
no,no,-2.203800701,341.7313333
no,no,-1.039783092,335.6323333
no,no,-1.393662584,408.4713333
yes,no,-0.67814232,392.4973333
no,no,-1.642721192,264.989
no,no,-1.177044384,386.854
no,yes,-1.393662584,341.398
yes,yes,1.17758848,404.464
yes,no,1.291827548,447.2286667
no,no,-0.282665855,417.9993333
no,no,-0.019392768,452.3453333
no,no,-0.496231867,421.6333333
yes,no,0.159552702,451.0186667
no,no,0.925913711,370.2096667
no,no,-0.731075995,442.8996667
yes,no,-0.1799379,392.057
yes,no,0.884752765,493.194
yes,yes,0.47715475,418.9086667
no,yes,1.036751768,478.828
yes,yes,0.861381719,389.7316667
yes,no,0.298994128,479.599
no,no,-0.384521756,323.9033333
no,yes,0.093451013,357.0726667
yes,no,0.527733879,430.9073333
no,no,-0.649277334,337.3483333
no,yes,0.093451013,478.3906667
yes,yes,-0.106946984,249.149
no,no,0.363787737,307.8643333
yes,yes,1.148723495,304.1156667
yes,no,-0.193018709,377.102
yes,no,-0.005003878,305.4396667
no,no,-0.019392768,314.0956667
no,yes,0.13592004,342.9583333
yes,no,-0.219965176,396.4733333
no,no,-0.247173259,276.8816667
no,no,0.055778282,349.34
no,yes,0.840365219,428.1446667
yes,no,0.043831143,392.493
no,no,0.580929169,457.0913333
yes,yes,-0.07939008,483.2476667
no,no,0.326027801,372.7776667
yes,yes,0.107927108,349.996
yes,no,-0.127178636,427.1463333
yes,yes,0.384281004,383.0203333
yes,yes,1.400049442,312.9963333
no,yes,-0.029421388,286.7456667
yes,no,0.048801851,390.4403333
yes,yes,-0.293392118,442.441
no,no,-1.612199303,364.7353333
yes,yes,0.182749337,334.103
yes,yes,2.28649228,438.9373333
yes,yes,1.399177389,320.702
no,no,-0.605413021,407.0356667
no,yes,0.929053105,319.3283333
yes,yes,1.219011043,355.725
yes,yes,1.730470683,511.0123333
yes,no,1.437634968,538.9543333
yes,no,1.002567253,479.36
yes,yes,0.802430872,487.204
yes,yes,-0.006311959,521.624
yes,no,0.867573302,398.3213333
no,no,0.137925764,354.2833333
no,no,-0.141567526,428.9496667
no,no,0.292889751,446.037
yes,yes,0.21885237,518.503
yes,no,-0.07502981,478.3056667
no,no,0.287134195,486.5246667
no,no,0.276843958,461.9333333
yes,yes,1.168780736,524.4453333
no,yes,-1.191171657,467.95
no,no,-1.393662584,446.5853333
yes,yes,0.532791792,430.0983333
no,no,-0.589541639,396.4883333
yes,no,1.876626925,535.5636667
no,no,-1.393662584,510.4683333
no,no,0.502269903,470.9786667
yes,yes,0.851091482,462.5353333
yes,yes,0.878386771,545.651
yes,no,0.346608274,464.7726667
yes,yes,1.523881103,551.7293333
yes,yes,0.434511312,474.9273333
yes,yes,0.692552075,534.4563333
yes,no,0.170889403,524.785
no,yes,0.835132895,499.2156667
yes,yes,1.12003292,425.3733333
yes,no,0.95224974,498.0113333
no,no,-1.183061556,461.3146667
no,no,-0.998098913,527.928
yes,yes,0.049412288,516.5836667
yes,no,0.588080012,468.2666667
yes,no,0.039209257,474.668
yes,yes,1.699251152,380.9083333
no,yes,-0.317199191,427.0833333
no,no,-0.728023806,450.2626667
yes,no,-0.993302617,464.8116667
yes,yes,0.950418427,420.9256667
yes,yes,0.767897536,352.3023333
no,no,-0.493005267,379.9213333
yes,no,0.055342255,421.2553333
yes,yes,0.022727438,410.7323333
no,no,0.704063187,381.7336667
yes,yes,-0.308653062,309.069
no,no,-0.625644672,279.3783333
no,no,-0.019392768,408.7546667
yes,yes,0.462242627,403.3673333
yes,yes,1.960082488,417.6413333
no,yes,0.197312638,346.229
yes,no,-0.052618023,314.991
yes,yes,0.448376969,412.3733333
yes,yes,0.260885371,388.3843333
yes,yes,0.488229835,384.807
no,no,-0.734040978,385.609
no,no,0.014530131,337.423
no,yes,0.694383388,347.9546667
yes,no,-0.298624442,313.1723333
no,no,-1.789749487,300.422
yes,no,0.15902947,413.557
yes,no,-1.110419462,339.5823333
yes,yes,1.576117134,378.5506667
yes,yes,0.361607602,387.3633333
no,no,-1.017981743,404.266
no,no,-0.967053793,364.9883333
no,no,-1.471275385,372.6266667
no,no,-1.364797598,405.6293333
no,no,-1.039783092,309.7446667
yes,no,-0.210459788,357.118
no,no,-0.203657767,346.402
no,no,-0.019392768,415.6533333
no,no,-0.362633202,348.504
yes,no,-0.06500119,383.519
yes,no,-0.78627701,387.8286667
no,no,-0.468064524,386.4426667
yes,no,-0.940020121,342.0883333
yes,no,-0.41303792,435.661
no,no,-0.345976971,422.7176667
yes,no,0.802430872,361.1233333
yes,no,-0.643783395,409.843
no,no,-0.998098913,417.4923333
yes,no,-0.458210314,392.87
yes,yes,-0.000294787,360.1543333
yes,yes,-0.398213003,320.6996667
no,yes,-0.35679044,376.3106667
yes,no,-0.607157129,403.5446667
yes,no,-0.643783395,386.1956667
yes,yes,-0.070059102,459.2723333
yes,no,-0.193018709,411.763
yes,yes,0.481166198,385.105
no,no,-1.177044384,410.875
yes,no,0.15902947,370.2943333
no,yes,0.368758444,295.9456667
no,no,-1.177044384,443.0216667
yes,no,-0.193018709,340.8016667
no,no,-0.880458836,372.4953333
yes,yes,1.958599996,560.2046667
yes,yes,2.651708473,487.8693333
yes,yes,1.565478076,401.043
yes,no,0.730573627,510.7643333
yes,yes,0.562616037,556.3076667
yes,yes,1.727592905,483.2683333
yes,yes,0.159552702,553.7066667
yes,yes,0.717841639,521.8946667
yes,yes,2.528225634,496.9473333
yes,yes,1.807473047,448.787
yes,yes,2.401603401,526.9403333
yes,yes,0.504188422,481.974
no,no,0.552064184,476.51
yes,yes,1.224853804,502.5513333
yes,yes,0.729963189,585.5493333
no,yes,0.145425428,518.3286667
yes,yes,3.519838178,508.2663333
yes,yes,0.758130532,433.2686667
yes,yes,1.914125245,508.563
yes,yes,0.662204597,531.6106667
yes,yes,1.267410037,452.2866667
yes,yes,1.667072361,464.0273333
yes,yes,1.656171687,391.6876667
yes,yes,3.167528383,584.7016667
yes,yes,2.115220885,523.6346667
yes,yes,0.765804606,509.3623333
yes,yes,2.180276109,483.1303333
yes,yes,1.757940383,493.9473333
yes,yes,0.463114681,467.698
yes,yes,1.190320468,482.167
yes,no,1.501730933,467.4593333
yes,yes,0.918501253,478.2096667
yes,yes,3.06837585,486.1056667
yes,yes,0.450208283,501.509
yes,yes,0.867573302,507.9366667
yes,no,0.040168517,514.931
no,no,-0.201739249,370.1806667
no,no,-0.605413021,410.2706667
no,no,-0.206971572,305.3723333
no,no,-0.053402872,312.3453333
yes,yes,0.42962781,326.6856667
yes,no,1.088987799,396.4486667
no,yes,-1.212188158,308.4703333
no,no,-0.491609981,405.8783333
no,no,-0.74555209,317.4256667
yes,yes,-0.940020121,255.1633333
no,no,-1.077717439,348.8876667
no,no,-0.158572578,332.263
no,no,-0.491609981,301.1163333
yes,no,-0.219965176,356.717
yes,no,1.368742706,265.5403333
no,no,-0.343884042,346.87
yes,yes,0.687319751,414.3223333
yes,yes,0.04540084,296.3343333
no,no,0.41637259,342.039
yes,yes,0.384281004,397.2723333
yes,yes,1.062041332,362.951
no,no,-0.242202552,345.782
no,no,-0.029159772,332.421
no,no,-0.242202552,309.1223333
yes,yes,0.577789775,372.68
no,no,-0.429955767,479.168
no,no,-0.589541639,414.2186667
no,yes,0.82519148,487.886
no,no,-0.22859851,492.0513333
no,no,-0.46265779,401.436
no,yes,-0.105987725,341.1013333
no,yes,0.616683381,449.719
no,no,-0.019392768,396.0746667
no,yes,-0.140695472,407.1063333
yes,yes,1.469639347,377.3373333
yes,yes,0.61424163,409.654
yes,yes,1.905230294,445.9366667
no,no,-0.171740593,427.3086667
yes,no,0.764322115,310.1506667
yes,yes,0.802430872,380.7003333
yes,no,0.048801851,440.505
no,yes,-0.024363476,451.3926667
yes,yes,1.296798255,413.0736667
yes,no,1.801019848,431.3796667
yes,no,0.240566514,442.2983333
yes,yes,0.384281004,449.6836667
no,no,-0.728023806,489.5533333
yes,yes,0.170889403,414.4926667
yes,yes,0.838969933,442.8546667
yes,no,0.264373586,491.9003333
yes,yes,2.70499097,501.6563333
yes,no,0.279983352,464.5853333
no,no,-1.698009412,346.057
yes,no,-0.284235552,420.58
no,yes,0.213358431,498.3796667
yes,no,1.161542688,415.7036667
yes,no,-0.069448665,342.8266667
no,no,-0.237057433,399.5266667
no,yes,0.501136233,481.5366667
yes,no,-0.78627701,392.5776667
yes,no,0.802430872,483.3716667
yes,yes,1.231917441,503.7943333
yes,no,1.002567253,296.738
yes,no,0.03214562,367.264
yes,no,-0.165287393,385.1716667
yes,no,-0.115057086,321.1963333
no,no,-0.167903555,403.3666667
no,no,-0.589541639,379.1086667
yes,yes,0.408960131,391.3516667
no,no,0.029093431,357.078
no,no,-1.148789836,458.6463333
yes,yes,1.028118434,448.3023333
no,no,0.23742712,374.9406667
no,no,-1.393662584,342.9766667
no,no,-0.592332212,346.5156667
yes,no,0.979370618,364.871
yes,no,-0.036223409,336.0863333
no,no,1.316855496,358.9686667
no,no,-2.317952563,327.192
yes,no,-0.541665877,452.6193333
yes,no,0.610579004,432.1113333
yes,no,0.639880016,397.585
no,no,-1.250471326,369.1793333
no,no,-0.877145031,460.0186667
yes,no,0.111415324,437.3026667
yes,yes,1.618150135,438.2286667
yes,yes,1.330197921,382.558
no,no,-0.118894123,411.3886667
yes,yes,0.057958417,393.187
no,no,-0.728023806,413.3033333
yes,no,-0.22537191,426.509
no,no,-1.393662584,423.009
yes,no,0.195917352,397.0226667
yes,yes,0.861381719,525.7256667
yes,no,-0.940020121,357.4523333
yes,yes,0.249635875,413.768
no,no,-0.842262873,329.5576667
no,no,-0.751656468,414.8076667
yes,no,0.481166198,391.0906667
yes,yes,1.307350108,361.682
no,no,-0.998098913,376.154
no,yes,-0.74555209,318.6716667
yes,yes,0.38663555,345.8613333
yes,yes,0.211003885,273.982
no,no,-1.854281479,249.2206667
yes,yes,-0.425944318,402.349
no,yes,-0.619278679,303.3726667
no,no,-1.250471326,334.805
yes,yes,0.249635875,375.6643333
no,no,-0.630702585,311.1196667
yes,no,-0.210459788,350.9426667
no,no,-0.038316339,256.5386667
no,no,-1.642721192,427.71
no,no,-4.190252389,285.523
yes,no,0.096939229,456.993
yes,yes,0.588080012,330.1893333
no,no,-0.367952731,341.107
yes,no,0.434511312,368.5426667
no,yes,-0.158572578,289.7226667
no,no,-0.233569218,340.1243333
no,no,-0.180722748,348.8433333
yes,no,-0.637940633,354.5523333
no,no,-1.01161575,260.6733333
yes,yes,2.727838783,277.7676667
yes,yes,1.42054271,230.8236667
no,yes,-0.275253396,331.8263333
no,no,-0.877145031,353.6606667
yes,no,-0.541665877,333.5093333
yes,no,-0.67814232,384.9596667
yes,no,0.409483363,309.406
yes,no,-0.166508269,263.6173333
no,no,-0.326704579,296.7223333
yes,yes,0.699005274,221.4606667
no,no,-1.464211748,287.2726667
no,no,-1.698009412,277.8733333
yes,yes,-0.020439233,353.4923333
no,no,0.294808269,363.1246667
yes,yes,0.479073268,304.4216667
no,no,-0.206971572,322.2253333
yes,yes,-0.26060289,338.254
no,no,-0.002736538,304.347
no,no,0.290448,211.406
no,no,-1.698009412,304.8023333
yes,yes,0.481166198,385.0656667
no,yes,0.617293819,314.37
no,yes,-1.144778387,266.3256667
yes,no,-0.649887772,342.865
no,no,-0.911155135,279.852
yes,no,-0.036223409,371.2286667
no,no,-1.060450771,328.3963333
yes,yes,0.861643335,282.6156667
no,yes,0.23742712,360.1763333
no,no,-1.393662584,321.439
yes,yes,2.558834728,253.2846667
no,no,-0.282665855,309.501
no,yes,-0.140695472,320.88
yes,no,0.541861153,271.4763333
no,no,-0.877145031,341.1236667
yes,yes,-0.15229379,346.4346667
yes,yes,-0.311966867,481.9613333
no,no,-0.141567526,362.823
yes,no,-0.541665877,449.6106667
no,no,-0.734040978,436.9826667
no,yes,0.048017002,425.1843333
no,no,-0.4207992,393.4543333
yes,no,-0.284235552,386.6003333
yes,no,-0.643783395,447.955
no,no,-0.877145031,430.8453333
no,no,-0.594599552,481.647
no,no,-1.18506728,432.7593333
no,no,-0.796916068,453.7616667
yes,yes,-0.232697164,531.388
no,yes,-1.698009412,396.1053333
yes,no,-0.916474664,415.6343333
no,no,-1.623187183,462.121
no,no,-1.393662584,414.47
no,no,-0.589541639,342.3626667
no,no,0.267512981,334.625
no,no,-1.364535982,431.3626667
no,no,-1.393662584,405.6433333
yes,no,0.000751678,350.8506667
yes,yes,0.245101194,454.4063333
no,no,-0.998098913,332.0456667
no,no,-0.237057433,348.3596667
no,no,-0.728023806,401.064
yes,no,-0.41303792,333.0673333
no,no,-0.731075995,417.3466667
no,no,-0.803107651,432.0723333
no,no,-0.728023806,469.8513333
no,no,0.326027801,387.93
no,no,-1.469444072,332.652
no,yes,-0.485592808,417.9836667
no,no,-1.393662584,403.63
yes,yes,0.022727438,366.1533333
yes,no,0.135396808,304.1873333
no,no,-1.681876414,336.4753333
no,no,-1.250471326,265.4083333
no,no,-1.148789836,356.1683333
no,no,-2.203800701,246.867
no,no,-0.510707962,359.4103333
no,no,-1.134488151,340.1983333
no,no,-2.203800701,300.3533333
yes,yes,-0.7974393,271.145
yes,yes,-1.083734611,233.9726667
no,no,-2.203800701,361.282
no,no,-1.133354481,349.204
yes,no,-1.000191843,307.066
no,no,-1.698009412,316.2243333
no,no,-0.290863162,261.0213333
yes,no,-0.32251872,360.049
yes,no,-0.394724787,373.2793333
no,no,-1.156725527,380.7066667
no,yes,-1.683097289,386.4993333
yes,no,-0.792381387,445.2186667
yes,no,0.11054327,264.5033333
yes,yes,-1.086089157,250.8423333
no,no,-1.364535982,320.056
yes,no,-1.278202641,359.5406667
no,no,-1.294858872,291.2183333
no,yes,0.473056096,289.313
yes,yes,-0.317809629,312.1636667
yes,no,0.979370618,339.6143333
no,yes,0.737724469,406.3376667
yes,no,-0.497016715,373.1313333
yes,yes,0.295069885,397.8866667
yes,yes,0.989835266,303.029
yes,yes,-0.144445304,446.135
yes,yes,1.307611724,468.8753333
no,no,-0.4207992,318.83
yes,no,0.20542274,379.2176667
yes,no,-0.337082021,443.6163333
yes,yes,-0.311966867,397.2606667
yes,no,0.048801851,365.522
yes,no,-0.125260117,332.949
no,yes,0.228619375,472.2626667
yes,yes,0.961406307,482.1056667
no,yes,-0.174705576,435.3733333
yes,no,0.048801851,402.2793333
yes,yes,0.802430872,540.0353333
yes,no,0.15902947,454.1996667
no,no,0.50270593,370.8883333
no,no,-0.444083041,322.6893333
yes,yes,0.435034544,564.043
yes,yes,1.184652117,432.0266667
no,no,0.353671911,434.7426667
no,yes,0.089613975,390.9106667
yes,no,-0.287898179,311.9156667
yes,no,-0.940020121,354.392
no,yes,-0.619278679,420.421
no,no,0.035633836,437.0743333
no,no,0.552064184,411.6963333
no,yes,-0.140259445,379.4516667
no,no,-0.237057433,363.404
yes,yes,-1.083734611,454.638
no,yes,-0.236446996,378.8123333
yes,yes,-0.371440947,380.1566667
yes,yes,1.488301302,403.3063333
no,no,-1.393662584,357.3866667
no,yes,-0.083663144,405.931
no,no,-0.589541639,487.6003333
yes,yes,2.068565999,509.4553333
yes,yes,0.918501253,509.5206667
no,no,-1.01048208,556.2513333
yes,yes,1.718872366,442.7653333
yes,yes,-0.07939008,533.2206667
yes,no,1.38400365,508.28
yes,yes,0.703714365,449.9116667
yes,yes,1.187704306,511.146
yes,yes,0.855713368,563.5966667
no,yes,0.79301269,482.8796667
yes,no,-0.374667546,565.82
yes,yes,1.452634296,476.7043333
yes,no,2.499796676,431.1
no,no,-0.485592808,387.6526667
yes,no,0.78865242,573.7503333
no,yes,0.552064184,555.415
no,yes,1.292089164,490.6873333
yes,yes,0.071300842,565.5396667
yes,yes,0.205161123,531.4356667
yes,no,1.601493904,569.0836667
no,no,-1.19605516,514.4976667
yes,yes,0.249635875,511.5946667
yes,yes,-0.420275968,526.5453333
yes,yes,0.11926381,511.1983333
no,yes,0.981725164,550.804
yes,yes,1.472604331,504.3183333
yes,yes,2.120104387,512.9313333
yes,yes,0.975446375,407.3466667
yes,no,0.919460512,437.5796667
yes,yes,1.637945759,508.1326667
yes,no,0.954081054,485.8963333
no,no,-0.759592159,466.5013333
yes,no,1.526671676,476.4946667
yes,yes,1.626085826,486.0006667
yes,no,-0.125260117,418.3736667
yes,yes,0.377130162,524.0506667
yes,yes,0.709731538,424.299
yes,yes,1.718697955,377.5963333
no,yes,-0.35679044,494.0826667
no,no,-0.135637559,550.7133333
yes,yes,1.200436294,470.9716667
yes,yes,1.914125245,412.8666667
yes,no,0.369107266,478.162
no,no,-0.909672643,484.927
yes,no,-0.78627701,427.576
no,no,-1.393662584,360.8773333
yes,yes,-0.40867765,380.6853333
no,no,-0.237057433,464.7563333
yes,yes,0.024122724,311.0096667
no,no,-0.877145031,264.6793333
no,no,-1.681876414,261.9793333
no,no,-4.190252389,301.8903333
no,no,-2.317952563,257.787
no,no,-2.317952563,297.879
no,no,-2.288564345,289.8363333
no,yes,1.570361578,259.8533333
no,no,-1.698009412,340.2363333
no,no,-0.877145031,346.679
no,no,-2.203800701,288.3023333
no,no,-4.190252389,226.2143333
no,yes,0.284779649,292.8486667
yes,no,-0.458210314,266.9956667
no,yes,-1.220123849,274.1023333
yes,yes,0.24309547,383.642
yes,yes,1.521439352,313.9553333
yes,yes,0.346346658,399.2133333
yes,no,-0.057675936,375.8106667
yes,no,-0.541665877,423.1273333
no,yes,-0.371876974,426.3253333
no,no,-0.373010644,354.2383333
yes,yes,0.481166198,416.1273333
no,no,0.469480675,374.2666667
no,no,0.142896472,378.464
yes,no,0.395094473,407.7696667
no,yes,-0.604802583,380.7623333
no,yes,-0.272375618,320.742
yes,yes,0.170889403,454.3706667
yes,no,0.505147681,372.633
yes,no,-0.916474664,452.6733333
yes,no,-0.246824438,445.8936667
yes,yes,0.126850679,345.9716667
yes,no,-0.075640248,345.708
yes,no,1.512893223,406.531
yes,no,-0.284235552,426.9233333
yes,no,0.070690405,375.6633333
no,no,-0.515417053,340.8663333
yes,yes,0.577789775,347.762
no,no,-0.540008975,325.879
no,no,0.144640579,356.7483333
no,no,-0.589541639,409.9486667
no,no,-0.605413021,312.194
yes,no,1.727592905,366.164
yes,no,-0.009364148,400.583
no,no,-0.160927124,399.544
no,no,-1.642721192,451.991
no,yes,0.305185711,327.341
no,yes,-0.011718693,393.102
yes,yes,0.44855138,334.614
no,yes,-0.742499901,421.7616667
yes,no,-0.67814232,306.1016667
no,no,-0.619278679,405.0333333
no,yes,-0.122120723,466.3746667
no,no,-0.166595474,285.163
no,no,-0.467802908,323.64
no,yes,-0.596866892,334.4396667
no,no,-0.04189176,317.619
no,no,-0.326704579,344.062
no,no,-0.589541639,295.507
no,yes,0.644763518,286.559
no,no,-0.790550074,320.7133333
no,no,0.459713671,407.452
no,no,-1.357908372,376.0186667
no,no,0.022029794,369.338
no,no,0.467649362,321.1713333
no,yes,-0.137643283,390.918
no,no,-0.934613386,287.545
no,no,1.562861914,358.3203333
yes,no,-1.110419462,294.661
no,yes,0.411401882,354.0366667
no,yes,-0.118283686,284.7323333
no,no,-1.393662584,368.9983333
yes,yes,0.512821756,412.0366667
yes,yes,-0.127091431,428.3063333
no,no,-0.91446894,271.9676667
no,no,-0.491609981,317.725
yes,no,0.040168517,331.1903333
no,no,-1.612199303,314.0443333
no,no,-1.19605516,310.998
no,no,-0.622156457,285.6513333
no,no,-1.014493528,405.686
yes,no,0.075399496,338.003
no,no,0.093451013,367.605
no,no,-1.62798348,355.1023333
yes,no,-0.075640248,321.9386667
yes,no,0.13914664,341.4053333
no,no,-0.118283686,358.2993333
no,no,-0.851681056,353.5543333
no,no,-1.148789836,398.0776667
no,no,-0.605413021,342.1426667
no,no,-1.19605516,423.7833333
no,no,-0.877145031,307.529
yes,no,-0.497016715,384.5573333
yes,yes,-0.311966867,308.1666667
yes,yes,-0.530329176,319.338
no,no,-1.19605516,297.2423333
no,no,-0.592332212,393.2406667
yes,no,0.384281004,329.1826667
no,no,0.093451013,387.5646667
yes,no,-0.036223409,284.637
yes,no,0.195481325,357.4166667
yes,no,0.134088727,398.805
yes,no,-0.818891827,388.6676667
yes,yes,0.802430872,397.1256667
no,no,-0.242202552,402.9986667
no,no,-0.605413021,458.7966667
yes,yes,-0.420275968,423.3713333
no,yes,-0.246126794,341.4743333
no,no,-0.371876974,430.949
no,no,-0.477657118,493.565
no,yes,-0.105987725,381.3803333
no,yes,-0.167467528,394.108
no,no,0.847254445,342.5756667
yes,no,0.221119711,368.358
yes,no,0.972917419,458.418
yes,yes,2.185508433,486.3
no,no,-0.045554386,374.2583333
no,no,-1.014493528,399.7316667
no,no,-0.605413021,413.759
yes,yes,0.765804606,359.2503333
no,yes,-0.282142622,379.492
yes,yes,1.094830561,320.7626667
yes,yes,-0.01424765,387.4286667
no,no,0.198359103,377.5086667
no,no,-0.390800544,378.503
yes,yes,-0.311966867,453.0013333
no,no,-0.624423797,370.2766667
no,no,-0.328623098,368.5943333
yes,yes,-0.541665877,350.141
yes,yes,0.350706927,415.9566667
no,no,-0.739534918,395.759
yes,yes,0.260885371,385.3466667
no,yes,-0.045554386,318.5336667
yes,no,-0.570792479,420.6323333
no,no,-1.014493528,378.8916667
no,no,-0.504341968,436.048
yes,no,-0.102150688,446.3273333
yes,no,-0.075640248,464.2333333
yes,yes,-0.116016345,571.1013333
yes,no,-0.070582335,499.9396667
yes,yes,0.736939621,512.0763333
no,no,-1.464211748,471.449
yes,yes,1.002567253,403.699
yes,yes,0.250071902,455.732
yes,yes,-0.086715333,518.7846667
no,no,-0.619278679,523.0963333
yes,yes,1.296798255,501.1026667
no,no,-0.448530516,526.1713333
yes,no,0.249635875,521.938
yes,yes,0.045139224,510.478
no,no,-1.177044384,541.7186667
no,yes,0.580929169,488.3993333
yes,yes,0.878473976,541.9206667
yes,yes,1.531380767,479.034
yes,yes,1.190320468,475.2723333
yes,no,-0.290252724,596.812
yes,yes,-0.40867765,461.0446667
yes,yes,1.290868288,523.9493333
yes,yes,0.445237575,489.0843333
yes,yes,-0.035700177,454.4356667
no,yes,-0.35679044,505.777
yes,no,0.048801851,473.999
no,no,-0.605413021,447.124
no,no,-0.74555209,415.8033333
no,no,-0.605413021,334.8986667
no,no,-0.911155135,447.604
no,no,-0.611081372,304.7786667
no,no,-0.74555209,417.7986667
no,no,-0.354261484,328.6316667
yes,yes,1.472691536,426.3906667
yes,no,1.898515479,436.4703333
yes,yes,0.747055446,537.3953333
yes,no,0.022727438,528.5116667
no,yes,-0.009625764,420.564
no,yes,1.467546418,551.9366667
no,no,-0.264527133,451.721
no,yes,-0.241417703,444.625
no,yes,0.318528137,347.2106667
yes,yes,1.521788174,477.6896667
yes,yes,0.894955796,449.4423333
yes,yes,0.660547695,503.4253333
yes,no,0.74661942,463.046
yes,yes,0.175336878,453.342
yes,no,1.586930603,507.9976667
yes,yes,1.169391173,524.091
no,yes,0.904286773,432.5906667
yes,no,-0.33028,461.1246667
yes,yes,1.267933269,507.7856667
yes,yes,1.332203645,433.7763333
yes,no,-0.193018709,407.3356667
yes,yes,0.653309647,376.3976667
no,yes,0.547878325,485.361
yes,yes,1.773724559,452.2936667
yes,yes,3.237990342,366.8763333
yes,yes,-0.114621059,433.3406667
yes,yes,1.675705695,415.3103333
yes,yes,1.65346832,522.4183333
yes,yes,0.729963189,411.6093333
yes,yes,1.718697955,463.9686667
yes,yes,0.116647648,514.5623333
yes,yes,1.82369325,465.6193333
yes,no,0.472532864,456.9443333
no,yes,0.925913711,452.137
yes,no,1.093958507,458.4156667
yes,yes,1.267410037,512.0206667
yes,no,1.308134956,408.877
yes,no,-0.20531467,468.1903333
yes,yes,1.280316435,538.9976667
no,no,-0.486116041,354.7886667
no,no,-1.393662584,377.075
no,no,-0.594599552,315.494
no,no,-0.237057433,477.1603333
no,no,-0.206971572,350.7063333
yes,no,-0.78627701,381.667
no,no,-0.335425119,269.854
no,no,-1.698009412,324.354
no,no,-0.781219097,295.547
yes,no,-0.940020121,367.854
no,no,-0.583611672,284.734
yes,no,0.184667856,320.3753333
yes,no,0.433290436,317.5443333
yes,no,-0.792381387,392.0426667
yes,yes,0.415674946,370.1363333
no,no,0.009559423,447.6283333
no,yes,-0.873220788,311.7556667
yes,yes,0.830772625,417.969
yes,yes,0.555377989,420.269
no,no,-0.166595474,348.3586667
no,yes,0.201672908,383.885
yes,yes,0.700836587,426.651
no,no,-0.551432881,325.3326667
no,yes,0.093451013,438.2596667
no,no,0.339021404,383.79
yes,yes,0.430238247,442.9626667
yes,yes,0.384281004,392.318
yes,yes,0.481166198,447.4143333
yes,no,-0.012939569,464.3413333
yes,no,-0.522044663,411.1956667
yes,no,0.122315998,297.9896667
yes,yes,0.481166198,412.3636667
yes,yes,0.512385729,298.1196667
yes,no,-0.721047374,445.2756667
yes,no,0.15902947,378.3633333
no,yes,-0.276910299,375.716
yes,yes,-0.187350358,449.1003333
yes,yes,1.876626925,361.6506667
no,yes,0.576743311,398.988
no,no,-0.497103921,415.538
no,no,-1.326427225,365.6906667
yes,no,0.15902947,401.3866667
no,no,-0.589541639,388.2433333
yes,yes,0.448987407,340.6096667
yes,no,-0.284235552,328.5413333
yes,yes,1.168780736,417.4583333
yes,yes,1.048088469,311.6543333
yes,yes,0.724120428,418.8426667
no,no,-1.014493528,405.9273333
yes,no,0.048801851,399.9043333
yes,yes,1.318686809,445.7276667
yes,yes,1.018177019,374.9996667
yes,no,-0.418357449,446.462
yes,yes,1.773724559,398.487
yes,no,-0.011195461,444.241
no,no,0.144640579,490.9013333
yes,yes,0.908211016,428.1646667
no,no,0.25068234,368.083
no,no,1.576901983,414.6653333
yes,yes,1.351563243,349.784
no,no,-0.179501873,331.9313333
yes,yes,0.498345661,490.4776667
no,no,0.650083048,349.8076667
yes,no,1.190320468,463.1466667
yes,yes,1.190320468,415.068
yes,yes,1.34101139,419.5023333
yes,no,0.000664473,339.7033333
no,no,-0.367952731,381.187
